Code,Department,Procedure,Trunk Description,Branch Description,Stem Description,Stem Child Description,Code Description (Leaf)
01500,Anesthesia,Anesthesia for Procedures on the Lower Leg (Below Knee),,,,,ANESTHESIA ARTERIES LOWER LEG W/BYPASS GRAFT NOS
01502,Anesthesia,Anesthesia for Procedures on the Lower Leg (Below Knee),,,,,ANES ART LOWER LEG W/BYP GRAFT EMBLC DIR/W/CATH
01520,Anesthesia,Anesthesia for Procedures on the Lower Leg (Below Knee),,,,,ANESTHESIA VEINS OF LOWER LEG NOS
01522,Anesthesia,Anesthesia for Procedures on the Lower Leg (Below Knee),,,,,ANES VEINS LOWER LEG VENOUS THRMBC DIR/W/CATH
01610,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES NRV MUSC TNDN FSCIA BURSA SHOULDER & AXILLA
01620,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES CLOSED HUMRL H/N STRNCLAV JOINT& SHO JOINT
01622,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES DIAG ARTHROSCOPIC SHOULDER JOINT PROC NOS
01630,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES ARTHRS HUMERAL H/N STRNCLAV & SHOULDER NOS
01632,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES ARTHRS HUMRL H/N STRNCLAV&SHO JOINT RAD
01634,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANESTHESIA ARTHROSCOPIC SHOULDER DISARTICULATION
01636,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES ARTHRS INTERTHORACOSCAPULAR AMPUTATION
01638,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES ARTHROSCOPIC TOTAL SHOULDER REPLACEMENT
01650,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANESTHESIA ARTERIES SHOULDER & AXILLA NOS
01652,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANESTHESIA AXILLARY-BRACHIAL ANEURYSM
01654,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES ARTERIES SHOULDER & AXILLA BYPASS GRAFT
01656,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANESTHESIA AXILLARY-FEMORAL BYPASS GRAFT
01670,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANESTHESIA VEINS SHOULDER & AXILLA
01680,Anesthesia,Anesthesia for Procedures on the Shoulder and Axilla,,,,,ANES SHOULDER CAST APPL REMOVAL/REPAIR NOS
01682,Anesthesia,Various Services - Category III Codes,,,,,ANES SHOULDER SPICA APPLICATION REMOVAL/REPAIR
01710,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANES NRV MUSC TDN FSCA&BRS UPR ARM/ELBOW NOS
01712,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA OPEN TENOTOMY ELBOW TO SHOULDER
01714,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA TENOPLASTY ELBOW TO SHOULDER
01716,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA BICEPS TENODESIS RUPTURE LONG TENDON
01730,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA CLOSED PROCEDURES HUMERUS & ELBOW
01732,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA ELBOW JOINT DIAGNOSTIC ARTHROSCOPIC
01740,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANES OPEN/SURG ARTHROSCOPIC ELBOW PROC NOS
01742,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA OPEN/SURG ARTHRS OSTEOTOMY HUMERUS
01744,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANES OPEN/SURG ARTHRS REPRS NON/MALUNION HUMERUS
01756,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA OPEN/SURG ARTHRS RADICAL PROC ELBOW
01758,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTH OPEN/SURG ARTHRS EXC CYST/TUMOR HUMERUS
01760,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTH OPEN/SURG ARTHRS TOTAL ELBOW REPLACEMENT
01770,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA ARTERIES UPPER ARM & ELBOW NOS
01772,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA ARTERIES UPPER ARM&ELBOW EMBOLECTOM
01780,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA VEINS UPPER ARM & ELBOW NOS
01782,Anesthesia,Anesthesia for Procedures on the Upper Arm and Elbow,,,,,ANESTHESIA VEINS UPPER ARM & ELBOW PHLEBORRHAPHY
01810,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANES NERVE MUSCLE TDN FASCIA&BURSA FOREARM WRIST
01820,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANES RADIUS ULNA WRIST/HAND BONES CLOSED PX
01829,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANESTHESIA DIAGNOSTIC ARTHROSCOPIC PROC WRIST
01830,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANES ARTHRS/ENDSCPY DSTL RADIUS ULNA/WRIST/HAND
01832,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANESTHESIA ARTHRS/ENDOSCPIC TOTAL WRIST REPLCMT
01840,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANESTHESIA ARTERIES FOREARM WRIST & HAND NOS
01842,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANES ARTERIES FOREARM WRIST & HAND EMBOLECTOMY
01844,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANESTHESIA VASCULAR SHUNT/SHUNT REVISION
01850,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANESTHESIA VEINS FOREARM WRIST & HAND NOS
01852,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANES VEINS FOREARM WRIST & HAND PHLEBORRHAPHY
01860,Anesthesia,"Anesthesia for Procedures on the Forearm, Wrist, and Hand ",,,,,ANES FOREARM WRIST/HAND CAST APPL RMVL/REPAIR
01905,Anesthesia,Various Services - Category III Codes,,,,,ANES-MYELOGRAPHY DISKOGRAPHY VERTEBROPLASTY
01916,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANESTHESIA DIAGNOSTIC ARTERIOGRAPHY/VENOGRAPH
01920,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES C-CATHJ W/C ANGIOGRAPHY & VENTRICULOGRAPHY
01922,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES NON-INVASIVE IMAGING/RADIATION THERAPY
01924,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANESTHESIA THER IVNTL RADIOLOGICAL ARTERIAL
01925,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANESTHESIA CAROTID/CORONARY THER IVNTL RAD
01926,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES ICRA ICAR/AORTIC THER IVNTL RAD ARTL
01930,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES VENOUS/LYMPHATIC NOS THER IVNTL RAD NOS
01931,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANESTHESIA INTRAHEPATIC/PORTAL THER IVNTL RAD
01932,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANESTHESIA INTRATHORACIC/JUGULAR THER IVNTL RAD
01933,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES INTRACRANIAL THER IVNTL RAD VENS/LYMPHTC
01935,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANESTHESIA PERQ IMAGE GUIDED SPINE DIAGNOSTIC
01936,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANESTHESIA PERQ IMAGE GUIDED SPINE THERAPEUTIC
01937,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES PERQ IMG NJX DRG/ASPIR PX SPI/SP CRV/THRC
01938,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES PERQ IMG NJX DRG/ASPIR PX SPI/SP LMBR/SAC
01939,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES PERQ IMG DSTRJ PX NULYT AGT SPI/SP CRV/THRC
01940,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES PERQ IMG DSTRJ PX NULYT AGT SPI/SP LMBR/SAC
01941,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES PERQ IMG NEUROMD/NTRVRT PX SPI/SP CRV/THRC
01942,Anesthesia,Anesthesia for Radiological Procedures,,,,,ANES PERQ IMG NEUROMD/NTRVRT PX SPI/SP LMBR/SAC
01951,Anesthesia,Anesthesia for Burn Excisions or Debridement Procedures,,,,,ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRFT 4 % TBSA
01952,Anesthesia,Anesthesia for Burn Excisions or Debridement Procedures,,,,,ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRFT 4-9 % TBSA
01953,Anesthesia,Anesthesia for Burn Excisions or Debridement Procedures,,,,,ANES 2/3 DGR BRN EXC/DBRDMT W/WO GRF EA 9% TBS
01958,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANESTHESIA EXTERNAL CEPHALIC VERSION
01960,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANESTHESIA VAGINAL DELIVERY ONLY
01961,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANESTHESIA CESAREAN DELIVERY ONLY
01962,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANES URGENT HYSTERECTOMY FOLLOWING DELIVERY
01963,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANESTHESIA C HYST W/O ANY LABOR ANALG/ANES CARE
01964,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANESTHESIA FOR ABORTION PROCEDURES
01965,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANESTHESIA INCOMPLETE/MISSED ABORTION PROCEDURES
01966,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANESTHESIA INDUCED ABORTION PROCEDURES
01967,Anesthesia,Anesthesia for Obstetric Procedures,,,,,NEURAXIAL LABOR ANALG/ANES PLND VAGINAL DELIVERY
01968,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANES CESARN DLVR FLWG NEURAXIAL LABOR ANALG/ANES
01969,Anesthesia,Anesthesia for Obstetric Procedures,,,,,ANES CESARN HYST FLWG NEURAXIAL LABOR ANALG/ANES
01990,Anesthesia,Anesthesia for Other Procedures,,,,,PHYSIOL SUPPORT HARVEST ORGAN FROM BRAIN-DEAD PT
01991,Anesthesia,Anesthesia for Other Procedures,,,,,ANES DX/THER NRV BLK/NJX OTH/THN PRONE POS
01992,Anesthesia,Anesthesia for Other Procedures,,,,,ANES DX/THER NERVE BLOCK/INJECTION PRONE POS
01995,Anesthesia,Anesthesia for Other Procedures,,,,,RGN IV ADMIN LOCAL ANESTHETIC AGT/OTH MEDICATION
01996,Anesthesia,Anesthesia for Other Procedures,,,,,DAILY HOSP MGMT EDRL/SARACH CONT DRUG ADMN
01999,Anesthesia,Anesthesia for Other Procedures,,,,,UNLISTED ANESTHESIA PROCEDURE
10004,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,MRGFUS STRTCTC BLD-BRN BARR DISRPJ MBUBB RSN8TR
10005,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION BX W/US GDN 1ST LESION
10006,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION BX W/US GDN EA ADDL
10007,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION BX W/FLUOR GDN 1ST LESION
10008,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION BX W/FLUOR GDN EA ADDL
10009,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION BX W/CT GDN 1ST LESION
10010,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION BX W/CT GDN EA ADDL
10011,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION BX W/MR GDN 1ST LESION
10012,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION BX W/MR GDN EA ADDL
10021,Surgery,General Surgical Procedures,Fine Needle Aspiration Biopsy Procedures,Fine Needle Aspiration Biopsy Procedures,,,FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE
10022,Surgery,Patient History,,,,,FINE NEEDLE ASPIRATION WITH IMAGING GUIDANCE
10030,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Introduction and Removal Procedures on the Skin, Subcutaneous and Accessory Structures",,,IMG-GUIDED FLU COLLJ DRG CATH SOFT TISS PERQ
10035,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Introduction and Removal Procedures on the Skin, Subcutaneous and Accessory Structures",,,PLMT SFT TISS LOCLZJ DEV PERQ 1ST LESION
10036,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Introduction and Removal Procedures on the Skin, Subcutaneous and Accessory Structures",,,PLMT SFT TISS LOCLZJ DEV PERQ EACH ADDL LESION
10040,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,ACNE SURGERY
10060,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE
10061,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE
10080,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,INCISION & DRAINAGE PILONIDAL CYST SIMPLE
10081,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,INCISION & DRAINAGE PILONIDAL CYST COMPLICATED
10120,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE
10121,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,INCISION & REMOVAL FOREIGN BODY SUBQ TISS COMPL
10140,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,I&D HEMATOMA SEROMA/FLUID COLLECTION
10160,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST
10180,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures","Incision and Drainage Procedures on the Skin, Subcutaneous and Accessory Structures",,,INCISION & DRAINAGE COMPLEX PO WOUND INFECTION
11000,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DBRDMT EXTENSV ECZMT/INFCT SKIN UP 10% BDY SURF
11001,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DBRDMT EXTNSVE ECZMT/INFCT SKN EA ADDL 10%
11004,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DBRDMT SKN SUBQ T/M/F NECRO INFCTJ GENT&PR
11005,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DBRDMT SKN SUBQ T/M/F NECRO INFCTJ ABDL WALL
11006,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DBRDMT SKN SUBQ T/M/F NECRO INFCTJ GENT/ABDL
11008,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,RMVL PROSTC MATRL/MESH ABDL WALL FOR INFECTION
11010,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DBRDMT W/RMVL FM FX&/DISLC SKIN&SUBQ TISSUS
11011,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DBRDMT W/RMVL FM FX&/DISLC SKN SUBQ T/M/F MUSC
11012,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DBRDMT FX&/DISLC SUBQ T/M/F BONE
11040,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DEBRIDEMENT SKIN PARTIAL THICKNESS
11041,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DEBRIDEMENT SKIN FULL THICKNESS
11042,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<
11043,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DEBRIDEMENT MUSCLE &/FASCIA 1ST 20 SQ CM/<
11044,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DEBRIDEMENT BONE MUSCLE &/FASCIA 20 SQ CM/<
11045,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DEBRIDEMENT SUBCUTANEOUS TISSUE EA ADDL 20 SQ CM
11046,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DEBRIDEMENT MUSCLE &/FASCIA EA ADDL 20 SQ CM
11047,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Debridement Procedures on the Skin,,,DEBRIDEMENT BONE EACH ADDITIONAL 20 SQ CM
11055,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",,,,PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1
11056,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",,,,PARING/CUTTING BENIGN HYPERKERATOTIC LESION 2-4
11057,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",,,,PARING/CUTTING BENIGN HYPERKERATOTIC LESION >4
11100,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",,,,BX SKIN SUBCUTANEOUS&/MUCOUS MEMBRANE 1 LESION
11101,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",,,,BIOPSY SKIN SUBQ&/MUCOUS MEMBRANE EA ADDL LESN
11102,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Biopsy Procedures on the Skin,,,TANGENTIAL BIOPSY SKIN SINGLE LESION
11103,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Biopsy Procedures on the Skin,,,TANGENTIAL BIOPSY SKIN EA SEP/ADDITIONAL LESION
11104,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Biopsy Procedures on the Skin,,,PUNCH BIOPSY SKIN SINGLE LESION
11105,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Biopsy Procedures on the Skin,,,PUNCH BIOPSY SKIN EA SEP/ADDITIONAL LESION
11106,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Biopsy Procedures on the Skin,,,INCISIONAL BIOPSY SKIN SINGLE LESION
11107,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Biopsy Procedures on the Skin,,,INCISIONAL BIOPSY SKIN EA SEP/ADDITIONAL LESION
11200,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Removal of Skin Tags Procedures,,,RMVL SKIN TAGS MLT FIBRQ TAGS ANY UP TO&INC 15
11201,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Removal of Skin Tags Procedures,,,RMVL SKIN TAGS MLT FIBRQ TAGS ANY EA ADDL 10
11300,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Shaving of Epidermal or Dermal Lesions Procedures,,,SHAVING SKIN LESION 1 TRUNK/ARM/LEG DIAM 0.5CM/<
11301,Surgery,Surgical Procedures on the Integumentary System,"Surgical Procedures on the Skin, Subcutaneous and Accessory Structures",Shaving of Epidermal or Dermal Lesions Procedures,,,SHVG SKIN LESION 1 TRUNK/ARM/LEG DIAM 0.6-1.0 CM
